fpr,tpr
0.0,0.0
0.0,9.03750564844103e-05
0.0,0.0002711251694532309
0.0001792435920415845,0.0003615002259376412
0.0001792435920415845,0.0006326253953908721
0.000358487184083169,0.0007230004518752824
0.000358487184083169,0.0009037505648441031
0.000358487184083169,0.0010845006778129236
0.000358487184083169,0.0012652507907817442
0.0005377307761247536,0.0013556258472661546
0.0005377307761247536,0.001536375960234975
0.0008962179602079225,0.0017171260732037957
0.0008962179602079225,0.0018978761861726163
0.0010754615522495072,0.002078626299141437
0.0012547051442910915,0.002169001355625847
0.0012547051442910915,0.0022593764121102574
0.001792435920415845,0.0026208766380478987
0.00197167951245743,0.0027112516945323093
0.0023301666965405985,0.00307275192046995
0.0026886538806237675,0.003343877089923181
0.0026886538806237675,0.0035246272028920016
0.002867897472665352,0.0036150022593764122
0.0030471410647069366,0.0037957523723452327
0.004122602616956444,0.004338002711251694
0.004301846208998029,0.004609127880704926
0.004301846208998029,0.004789877993673746
0.004660333393081197,0.004970628106642567
0.004660333393081197,0.005151378219611387
0.004660333393081197,0.0053321283325802075
0.004660333393081197,0.005512878445549029
0.004839576985122782,0.005603253502033439
0.004839576985122782,0.005693628558517849
0.005198064169205951,0.00587437867148667
0.005735794945330704,0.0061455038409399
0.006094282129413873,0.0063262539539087215
0.006094282129413873,0.006416629010393132
0.006273525721455458,0.006597379123361952
0.006452769313497042,0.006687754179846362
0.006452769313497042,0.006868504292815183
0.00716974368166338,0.0072300045187528245
0.00716974368166338,0.007320379575237235
0.007348987273704965,0.007501129688206055
0.007348987273704965,0.007772254857659286
0.00788671804982972,0.008043380027112516
0.00788671804982972,0.008224130140081337
0.008065961641871303,0.008314505196565748
0.008065961641871303,0.008404880253050159
0.008065961641871303,0.00858563036601898
0.008245205233912888,0.008676005422503389
0.008603692417996057,0.008856755535472209
0.008603692417996057,0.00912788070492544
0.00878293601003764,0.009218255761409852
0.00878293601003764,0.009399005874378672
0.00878293601003764,0.009489380930863081
0.008962179602079226,0.009670131043831902
0.009320666786162394,0.009850881156800722
0.009320666786162394,0.010031631269769544
0.009679153970245564,0.010302756439222774
0.009679153970245564,0.010393131495707185
0.009679153970245564,0.010664256665160415
0.009858397562287149,0.010754631721644826
0.009858397562287149,0.010845006778129237
0.010037641154328732,0.010935381834613647
0.010575371930453487,0.011206507004066878
0.011471589890661408,0.01165838228648893
0.011471589890661408,0.01174875734297334
0.011650833482702993,0.01183913239945775
0.012009320666786163,0.01201988251242657
0.012547051442910916,0.0122910076818798
0.012547051442910916,0.012471757794848621
0.012547051442910916,0.012652507907817443
0.012726295034952501,0.012742882964301852
0.012905538626994085,0.012923633077270673
0.013264025811077254,0.013104383190239493
0.013622512995160423,0.013375508359692725
0.013981000179243593,0.013737008585630366
0.013981000179243593,0.013917758698599186
0.01469797454740993,0.014279258924536829
0.01469797454740993,0.014369633981021238
0.014877218139451514,0.014460009037505649
0.014877218139451514,0.01464075915047447
0.015056461731493099,0.014731134206958879
0.015056461731493099,0.01482150926344329
0.015235705323534684,0.0149118843199277
0.015235705323534684,0.01500225937641211
0.015594192507617852,0.01518300948938093
0.015594192507617852,0.015273384545865342
0.01577343609965944,0.015363759602349751
0.016131923283742605,0.01563488477180298
0.01631116687578419,0.015725259828287392
