bin_left,bin_right,mean_pred,empirical_pos_rate,count
0.1,0.2,0.19070562720298767,0.5223880597014925,67
0.2,0.30000000000000004,0.25519832968711853,0.6378986866791745,533
0.30000000000000004,0.4,0.36578568816185,0.6328838625489344,2299
0.4,0.5,0.4443555772304535,0.6489236790606654,2555
0.5,0.6000000000000001,0.54909348487854,0.6575931232091691,2094
0.6000000000000001,0.7000000000000001,0.6505471467971802,0.671725688589095,1779
0.7000000000000001,0.8,0.7495673298835754,0.6639717028802425,1979
0.8,0.9,0.8453159332275391,0.6664469347396177,1517
0.9,1.0,0.9816471934318542,0.7013870714472651,3821
