precision,recall
0.6648041336217255,1.0
0.6648440785916001,1.0
0.6648239394303569,0.9999096249435155
0.6648037978486869,0.9998192498870312
0.664823607187932,0.9997288748305467
0.6648635653323717,0.9997288748305467
0.664843421289896,0.9996384997740624
0.6648232748256793,0.9995481247175779
0.6648031259392846,0.9994577496610936
0.6648229423435339,0.9993673746046091
0.6648027898027898,0.9992769995481248
0.6647826348385545,0.9991866244916403
0.6647624774503909,0.9990962494351558
0.6648024535450118,0.9990962494351558
0.6647822949242242,0.9990058743786715
0.6647621338786311,0.998915499322187
0.664741970407795,0.9988251242657027
0.664781954887218,0.9988251242657027
0.6647617901828682,0.9987347492092182
0.6648017806653432,0.9987347492092182
0.6647816147274697,0.9986443741527339
0.6647614463630347,0.9985539990962494
0.6648014440433213,0.9985539990962494
0.6647812744449124,0.9984636240397651
0.6647611024190637,0.9983732489832806
0.6647409279653367,0.9982828739267962
0.6647207510832932,0.9981924988703118
0.6647005717724948,0.9981021238138273
0.664740580233538,0.9981021238138273
0.6647203996869921,0.998011748757343
0.6647002167108115,0.9979213737008585
0.6646800313045572,0.9978309986443742
0.6646598434677905,0.9977406235878897
0.6646396532000722,0.9976502485314054
0.6646796724470135,0.9976502485314054
0.6646594809417715,0.9975598734749209
0.6646392870046971,0.9974694984184365
0.6646793134598012,0.9974694984184365
0.6646591182847507,0.9973791233619521
0.664638920676986,0.9972887483054677
0.664618720636068,0.9971983732489833
0.6645985181615566,0.9971079981924988
0.6645783132530121,0.9970176231360145
0.6645581059099945,0.99692724807953
0.6645378961320642,0.9968368730230457
0.6645176839187805,0.9967464979665612
0.6644974692697035,0.9966561229100768
0.6644772521843929,0.9965657478535924
0.6644570326624081,0.996475372797108
0.6644970770806967,0.996475372797108
0.664476856316297,0.9963849977406236
0.6645169067566753,0.9963849977406236
0.6644966847498494,0.9962946226841392
0.6644764603050214,0.9962042476276548
0.6645165179647938,0.9962042476276548
0.6644962922770845,0.9961138725711703
0.6644760641504883,0.996023497514686
0.6644558335845644,0.9959331224582015
0.6644356005788712,0.9958427474017171
0.6644153651329675,0.9957523723452327
0.6644554336027018,0.9957523723452327
0.6644351969121284,0.9956619972887483
0.664475271411339,0.9956619972887483
0.6644550334760843,0.9955716222322639
0.6644347930992882,0.9954812471757795
0.6644145502805091,0.9953908721192951
0.664394305019305,0.9953004970628107
0.6643740573152338,0.9952101220063263
0.6644141426330397,0.9952101220063263
0.6643938936824956,0.9951197469498418
0.664373642288197,0.9950293718933574
0.6643533884497013,0.994938996836873
0.6643331321665661,0.9948486217803886
0.6643128734383488,0.9947582467239042
0.6642926122646065,0.9946678716674198
0.6642723486448965,0.9945774966109354
0.664312447180973,0.9945774966109354
0.6642921823121039,0.994487121554451
0.6642719149963777,0.9943967464979666
0.6642516452333515,0.9943063714414822
0.6642313730225818,0.9942159963849977
0.6642714811907493,0.9942159963849977
0.6642512077294686,0.9941256213285133
0.6642913219397306,0.9941256213285133
0.6642710472279261,0.9940352462720289
0.6642507700670411,0.9939448712155445
0.6642706131078224,0.9938544961590601
0.6642503322459828,0.9937641211025757
0.6642300489337281,0.9936737460460913
0.6642498942662075,0.9935833709896069
0.6642296072507553,0.9934929959331225
0.6642093177835519,0.993402620876638
0.6641890258641527,0.9933122458201536
0.6641687314921134,0.9932218707636692
0.664148434666989,0.9931314957071848
0.6641281353883348,0.9930411206507004
0.664107833655706,0.992950745594216
0.6640875294686575,0.9928603705377316
0.6641276750090678,0.9928603705377316
0.6641073695665316,0.9927699954812472
0.6641475211608222,0.9927699954812472
0.6641272144627849,0.9926796204247628
0.6641673721127102,0.9926796204247628
0.6641470641591583,0.9925892453682783
0.6641267537493952,0.992498870311794
0.6641064408829755,0.9924084952553095
0.6640861255594532,0.9923181201988251
0.6640658077783826,0.9922277451423407
0.6640454875393177,0.9921373700858563
0.6640251648418124,0.9920469950293719
0.6640048396854205,0.9919566199728875
0.6639845120696957,0.9918662449164031
0.6640043565075331,0.9917758698599186
0.6640445358828513,0.9917758698599186
0.6640242057488653,0.9916854948034343
0.6640440597954367,0.9915951197469498
0.6640842513012952,0.9915951197469498
0.6640639186489922,0.9915047446904655
0.664043583535109,0.991414369633981
0.6640232459591985,0.9913239945774966
0.6640029059208137,0.9912336195210122
0.6639825634195071,0.9911432444645278
0.6639622184548317,0.9910528694080434
0.6640024220405691,0.9910528694080434
0.6639820758144604,0.9909624943515589
0.6639617271240841,0.9908721192950746
0.6639413759689923,0.9907817442385901
0.6639210223487372,0.9906913691821058
0.663900666262871,0.9906009941256213
0.6639205233826023,0.990510619069137
0.6639001635669716,0.9904202440126525
0.6638798012843814,0.9903298689561681
0.6638594365343835,0.9902394938996837
0.6638390693165294,0.9901491188431992
0.6638186996303702,0.9900587437867149
0.6637983274754575,0.9899683687302304
0.6638385552390764,0.9899683687302304
0.6638181818181819,0.9898779936737461
0.6637978059276319,0.9897876186172616
0.6637774275669778,0.9896972435607773
0.6637570467357702,0.9896068685042928
0.6637366634335596,0.9895164934478085
0.6637162776598969,0.989426118391324
0.6636958894143324,0.9893357433348395
0.6636754986964166,0.9892453682783552
0.6636551055056997,0.9891549932218707
0.6636953489782306,0.9891549932218707
0.6636749545178896,0.9890646181653864
0.6637152040754443,0.9890646181653864
0.6636948083454633,0.9889742431089019
0.6636744101413234,0.9888838680524176
0.6636540094625744,0.9887934929959331
0.66367386556661,0.9887031179394488
0.6636534611417825,0.9886127428829643
0.6636330542409902,0.9885223678264798
0.6636126448637826,0.9884319927699955
0.6635922330097087,0.988341617713511
0.6635718186783178,0.9882512426570267
0.6635514018691588,0.9881608676005422
0.6635309825817807,0.9880704925440579
0.663510560815732,0.9879801174875734
0.6634901365705614,0.9878897424310891
0.6634697098458177,0.9877993673746046
0.663449280641049,0.9877089923181201
0.6634895580378825,0.9877089923181201
0.6635298403254204,0.9877089923181201
0.6635094110503946,0.9876186172616358
0.663488979294432,0.9875282422051513
0.6634685450570804,0.987437867148667
0.6634481083378879,0.9873474920921825
0.6634276691364023,0.9872571170356982
0.6634072274521713,0.9871667419792137
0.6633867832847424,0.9870763669227294
0.6633663366336634,0.9869859918662449
0.6633458874984813,0.9868956168097605
0.6633254358787437,0.9868052417532761
0.6633049817739975,0.9867148666967916
0.66328452518379,0.9866244916403073
0.663264066107668,0.9865341165838228
0.6632436045451784,0.9864437415273385
0.6632231404958677,0.986353366470854
0.6632026739592829,0.9862629914143697
0.6631822049349703,0.9861726163578852
0.6632225126116817,0.9861726163578852
0.663202042304887,0.9860822413014008
0.6631815695094523,0.9859918662449164
0.663161094224924,0.985901491188432
0.6631406164508481,0.9858111161319476
0.6631201361867705,0.9857207410754631
0.6630996534322369,0.9856303660189788
0.6631194892064457,0.9855399909624943
0.6631598151301387,0.9855399909624943
0.6631393298059964,0.98544961590601
0.6631188419900256,0.9853592408495255
0.6630983516817712,0.9852688657930411
0.6630778588807786,0.9851784907365567
0.6630573635865928,0.9850881156800723
0.663036865798759,0.9849977406235879
0.6630163655168219,0.9849073655671035
0.6630567047943539,0.9849073655671035
0.663036203224825,0.9848169905106191
0.6630156991602775,0.9847266154541346
0.6629951926002556,0.9846362403976503
0.6629746835443038,0.9845458653411658
0.6629541719919664,0.9844554902846814
0.6629336579427876,0.984365115228197
0.6629131413963114,0.9842747401717126
0.6629534940345752,0.9842747401717126
0.6629733349567758,0.9841843651152282
0.6629528158295281,0.9840939900587438
0.6629322942036044,0.9840036150022594
0.6629117700785484,0.983913239945775
0.6628912434539033,0.9838228648892906
0.6628707143292126,0.9837324898328061
0.662911084043849,0.9837324898328061
0.6629309294676574,0.9836421147763217
0.6629103977584212,0.9835517397198373
0.6628898635477583,0.9834613646633529
0.6628693268352117,0.9833709896068685
0.6629097112221275,0.9833709896068685
0.6628891732163529,0.9832806145503841
0.6628686327077749,0.9831902394938997
0.6629090244348304,0.9831902394938997
0.6628884826325412,0.9830998644374153
0.6628679383265281,0.9830094893809309
0.6628473915163335,0.9829191143244465
0.6628877917961845,0.9829191143244465
0.6628672436913324,0.982828739267962
0.6628871007071446,0.9827383642114776
0.6628665488020484,0.9826479891549932
0.6629069625655408,0.9826479891549932
0.6628864093652826,0.9825576140985088
0.6628658536585366,0.9824672390420244
0.6628452954448442,0.98237686398554
0.6628247347237468,0.9822864889290556
0.6628651582606574,0.9822864889290556
0.6628445962429861,0.9821961138725712
0.6628240317169869,0.9821057388160868
0.6628034646822009,0.9820153637596023
0.6627828951381687,0.981924988703118
0.6627623230844314,0.9818346136466335
0.6627821842586943,0.9817442385901491
0.6628226249313564,0.9817442385901491
0.6628020502806932,0.9816538635336647
0.6627814731189358,0.9815634884771803
0.6627608934456243,0.9814731134206959
0.6628013426914862,0.9814731134206959
0.66278076171875,0.9813827383642115
0.6628006348431205,0.9812923633077271
0.6628410963921616,0.9812923633077271
0.6628205128205128,0.9812019882512426
0.662799926735454,0.9811116131947583
0.6628198082676925,0.9810212381382738
0.6627992183683439,0.9809308630817895
0.6627786259541985,0.980840488025305
0.6627580310247954,0.9807501129688206
0.6627985097416479,0.9807501129688206
0.6628389934033716,0.9807501129688206
0.6628183983873923,0.9806597379123362
0.662797800855223,0.9805693628558518
0.6627772008064023,0.9804789877993674
0.6627565982404692,0.9803886127428829
0.6627970917089265,0.9803886127428829
0.6627764878406452,0.9802982376863986
0.6627558814543233,0.9802078626299141
0.6627352725494989,0.9801174875734298
0.6627146611257104,0.9800271125169453
0.6627345516777703,0.979936737460461
0.6627544470933431,0.9798463624039765
0.662733830541631,0.9797559873474921
0.6627132114690958,0.9796656122910077
0.6627331091409355,0.9795752372345232
0.662712486241898,0.9794848621780389
0.6626918608206446,0.9793944871215544
0.6626712328767124,0.9793041120650701
0.6627117607485781,0.9793041120650701
